,0,1,2,3
0,0.04696364437871107,0.16644670048463442,0.47873966944219715,0.30784998569445743
1,0.040854189966457254,0.1672441917593842,0.472132772628424,0.31976884564573455
2,0.02947883202576966,0.16685985830111452,0.4322537639063361,0.3714075457667797
3,0.03045392375872304,0.1549264893927459,0.45975214848110135,0.3548674383674298
4,0.04030100623649588,0.15677291052250053,0.4933185410695508,0.30960754217145275
5,0.05683387839978543,0.16134151198718766,0.48353477597183736,0.29828983364118955
6,0.041107442539173415,0.13686540314927184,0.5369579886344685,0.2850691656770863
7,0.051533235877853585,0.1633094637145148,0.4840962373551818,0.30106106305244984
8,0.027614826326020792,0.151995529575709,0.5057931396729526,0.31459650442531767
9,0.046473611097526374,0.1492409789538146,0.5199935779087695,0.2842918320398895
10,0.03906615108702361,0.1340111255480771,0.5500941082474601,0.2768286151174393
11,0.025763966110472592,0.16109629762685423,0.47179173387872947,0.34134800238394364
12,0.06660299602520404,0.15838408319846498,0.48318204432023104,0.29183087645609995
13,0.05091359349398097,0.1668469121262194,0.4787829693463212,0.3034565250334784
14,0.0463530124374971,0.1743956346957188,0.47269140910982405,0.30655994375696
15,0.056212453982637293,0.15965821673685698,0.4858448406805598,0.2982844885999459
16,0.05276491424678437,0.17340269084953766,0.45423051683283083,0.31960187807084717
17,0.021817578914208335,0.14356987680533362,0.4961325770799274,0.33847996720053053
