,0,1,2,3
0,0.08199770610048336,0.10224360461927409,0.5125717801019606,0.30318690917828206
1,0.07247548608776214,0.10409410112016691,0.5314516770251418,0.2919787357669291
2,0.052920738928796195,0.11594402331004272,0.5699296148991468,0.2612056228620143
3,0.05067053741520434,0.12975545883118103,0.5881159370922714,0.2314580666613434
4,0.06929085647898982,0.12244363862431293,0.54964245579722,0.25862304909947714
5,0.09759971000050033,0.11276331768152627,0.5014506553069911,0.28818631701098224
6,0.08060131241601783,0.10739375449999419,0.5560807269128871,0.25592420617110084
7,0.0869733337500242,0.13729905627661365,0.511081349156612,0.2646462608167502
8,0.049240520210403434,0.10621258060008844,0.5950999250338846,0.24944697415562353
9,0.08411056278001329,0.1001620955920725,0.5416666639024978,0.2740606777254164
10,0.07063396364873326,0.10291460151720122,0.5716530917142172,0.2547983431198483
11,0.0448927205792183,0.12004183337369732,0.5846411525832669,0.25042429346381756
12,0.11367591447599637,0.13487606908784183,0.48499001962015026,0.2664579968160117
13,0.08333410896612875,0.15380459167056865,0.5011456391729902,0.26171566019031234
14,0.08519019581190981,0.09953097957627956,0.5009931512019437,0.31428567340986696
15,0.095916444834729,0.12115115419361688,0.4987438092915628,0.2841885916800913
16,0.09260228221101303,0.11977069182226005,0.4843591556634514,0.3032678703032755
17,0.040461018501088894,0.07334179565643653,0.609533926529163,0.2766632593133116
